trigger_class,rt,prior,workerid,slide_number_in_experiment,question_type,prior_fact,Answer.time_in_minutes,trigger,short_trigger,content,response,block
C,1273,low_prior,191,19,ai,Owen lives in New Orleans,2.8251,reveal,reveal,owen,0.55,block1
C,3602,low_prior,191,20,ai,Sophia is a high end fashion model,2.8251,see,see,sophia,0.54,block1
MC,2115,,191,21,ai,Garages are used to store cars and other things,2.8251,MC,MC,garage,1,block1
C,1851,high_prior,191,22,ai,Charley lives in Mexico,2.8251,pretend,pretend,charley,0.72,block1
C,1230,low_prior,191,23,ai,Josh is a 75-year old man,2.8251,establish,establish,josh,0.67,block1
C,2046,high_prior,191,24,ai,Danny loves cake,2.8251,suggest,suggest,danny,0.79,block1
C,3739,high_prior,191,25,ai,Frank has always wanted a pet,2.8251,think,think,frank,0.18,block1
C,2156,low_prior,191,26,ai,Mary is a middle school student,2.8251,confess,confess,mary,0.42,block1
MC,1723,,191,27,ai,Muffins are sold at the bakery,2.8251,MC,MC,muffins,1,block1
C,1791,high_prior,191,28,ai,Olivia works the third shift,2.8251,admit,admit,olivia,0.66,block1
MC,1628,,191,29,ai,Pizza is sold at the pizzeria,2.8251,MC,MC,pizza,1,block1
C,2662,high_prior,191,30,ai,Julian is Cuban,2.8251,demonstrate,demonstrate,julian,0.61,block1
C,2625,low_prior,191,32,projective,Emma is in first grade,2.8251,be_annoyed,be_annoyed,emma,0.35,block2
C,3600,high_prior,191,33,projective,Olivia works the third shift,2.8251,admit,admit,olivia,0.1,block2
C,3637,high_prior,191,34,projective,Jayden's car is in the shop,2.8251,discover,discover,jayden,0.86,block2
C,2783,high_prior,191,35,projective,Emily has been saving for a year,2.8251,say,say,emily,0.56,block2
C,3060,low_prior,191,36,projective,Isabella is a vegetarian,2.8251,announce,announce,isabella,0.24,block2
MC,2200,,191,37,projective,Muffins are sold at the bakery,2.8251,MC,MC,muffins,0.05,block2
C,1385,low_prior,191,38,projective,Owen lives in New Orleans,2.8251,reveal,reveal,owen,0.35,block2
C,1969,high_prior,191,39,projective,Grace loves her sister,2.8251,acknowledge,acknowledge,grace,0.72,block2
C,1506,low_prior,191,40,projective,Tony has been sober for 20 years,2.8251,hear,hear,tony,0.25,block2
C,1895,high_prior,191,41,projective,Julian is Cuban,2.8251,demonstrate,demonstrate,julian,0.42,block2
C,1602,low_prior,191,42,projective,Mia is a nun,2.8251,confirm,confirm,mia,0.73,block2
C,1537,low_prior,191,43,projective,Josie doesn't have a passport,2.8251,inform,inform,josie,0.47,block2
C,4372,low_prior,191,44,projective,Mary is a middle school student,2.8251,confess,confess,mary,0,block2
C,3576,high_prior,191,45,projective,Jackson is training for a marathon,2.8251,prove,prove,jackson,0,block2
MC,1998,,191,46,projective,Pizza is sold at the pizzeria,2.8251,MC,MC,pizza,0,block2
C,2893,low_prior,191,47,projective,Zoe is 5 years old,2.8251,be_right,be_right,zoe,0.31,block2
C,3778,low_prior,191,48,projective,Sophia is a high end fashion model,2.8251,see,see,sophia,0.14,block2
MC,1622,,191,49,projective,Many children like ice cream,2.8251,MC,MC,kids,0,block2
MC,2216,,191,50,projective,Ballet is a type of dance,2.8251,MC,MC,ballet,0,block2
C,1792,high_prior,191,51,projective,Frank has always wanted a pet,2.8251,think,think,frank,0.74,block2
C,1382,low_prior,191,52,projective,Josh is a 75-year old man,2.8251,establish,establish,josh,0.34,block2
C,3305,high_prior,191,53,projective,Jon lives 2 blocks away from work,2.8251,know,know,jon,0.82,block2
C,1343,high_prior,191,54,projective,Charley lives in Mexico,2.8251,pretend,pretend,charley,0.61,block2
MC,1836,,191,55,projective,Garages are used to store cars and other things,2.8251,MC,MC,garage,0,block2
MC,1853,,191,56,projective,Hats are worn on the head,2.8251,MC,MC,hat,0,block2
C,2100,high_prior,191,57,projective,Danny loves cake,2.8251,suggest,suggest,danny,0.72,block2
C,8427,low_prior,192,5,ai,Jon lives 10 miles away from work,9.12615,inform,inform,jon,0.32,block1
C,6788,high_prior,192,6,ai,Emma is in law school,9.12615,be_annoyed,be_annoyed,emma,0.08,block1
MC,7216,,192,7,ai,Hats are worn on the head,9.12615,MC,MC,hat,1,block1
C,7420,low_prior,192,8,ai,Jayden doesn't have a driver's license,9.12615,acknowledge,acknowledge,jayden,0.27,block1
C,7017,low_prior,192,9,ai,Tony has been sober for 20 years,9.12615,demonstrate,demonstrate,tony,0.73,block1
C,5936,high_prior,192,10,ai,Zoe is a math major,9.12615,confirm,confirm,zoe,0.78,block1
C,7536,low_prior,192,11,ai,Josh is a 75-year old man,9.12615,prove,prove,josh,0.73,block1
C,8869,high_prior,192,12,ai,Isabella is from Argentina,9.12615,admit,admit,isabella,0.7,block1
MC,4758,,192,13,ai,Many children like ice cream,9.12615,MC,MC,kids,1,block1
C,9824,high_prior,192,14,ai,Charley lives in Mexico,9.12615,think,think,charley,0.55,block1
C,25636,high_prior,192,15,ai,Danny loves cake,9.12615,confess,confess,danny,0.7,block1
C,4852,low_prior,192,16,ai,Mia is a nun,9.12615,establish,establish,mia,0.87,block1
MC,6440,,192,17,ai,Garages are used to store cars and other things,9.12615,MC,MC,garage,1,block1
MC,16431,,192,18,ai,Muffins are sold at the bakery,9.12615,MC,MC,muffins,1,block1
C,5816,low_prior,192,19,ai,Olivia has two small children,9.12615,say,say,olivia,0.79,block1
C,5019,low_prior,192,20,ai,Jackson is obese,9.12615,see,see,jackson,0.34,block1
C,10355,high_prior,192,21,ai,Grace loves her sister,9.12615,announce,announce,grace,0.43,block1
MC,3528,,192,22,ai,Pizza is sold at the pizzeria,9.12615,MC,MC,pizza,1,block1
MC,3312,,192,23,ai,Ballet is a type of dance,9.12615,MC,MC,ballet,1,block1
C,5236,low_prior,192,24,ai,Josie doesn't have a passport,9.12615,reveal,reveal,josie,0.59,block1
C,6299,high_prior,192,25,ai,Julian is Cuban,9.12615,be_right,be_right,julian,0.94,block1
C,3588,high_prior,192,26,ai,Sophia is a hipster,9.12615,know,know,sophia,0.33,block1
C,7200,high_prior,192,27,ai,Frank has always wanted a pet,9.12615,pretend,pretend,frank,0.22,block1
C,4760,low_prior,192,28,ai,Mary is a middle school student,9.12615,suggest,suggest,mary,0.93,block1
C,3592,low_prior,192,29,ai,Owen lives in New Orleans,9.12615,discover,discover,owen,0.27,block1
C,8788,high_prior,192,30,ai,Emily has been saving for a year,9.12615,hear,hear,emily,0.51,block1
C,5954,low_prior,192,32,projective,Mary is a middle school student,9.12615,suggest,suggest,mary,0.15,block2
MC,4424,,192,33,projective,Hats are worn on the head,9.12615,MC,MC,hat,0.25,block2
C,3172,low_prior,192,34,projective,Jackson is obese,9.12615,see,see,jackson,0.61,block2
C,2620,high_prior,192,35,projective,Danny loves cake,9.12615,confess,confess,danny,0.21,block2
C,4040,high_prior,192,36,projective,Zoe is a math major,9.12615,confirm,confirm,zoe,0.12,block2
C,4504,low_prior,192,37,projective,Josie doesn't have a passport,9.12615,reveal,reveal,josie,0.44,block2
C,4064,low_prior,192,38,projective,Jon lives 10 miles away from work,9.12615,inform,inform,jon,0.35,block2
C,2672,low_prior,192,39,projective,Tony has been sober for 20 years,9.12615,demonstrate,demonstrate,tony,0.17,block2
MC,3465,,192,40,projective,Pizza is sold at the pizzeria,9.12615,MC,MC,pizza,0,block2
MC,2623,,192,41,projective,Garages are used to store cars and other things,9.12615,MC,MC,garage,0.23,block2
C,5648,high_prior,192,42,projective,Isabella is from Argentina,9.12615,admit,admit,isabella,0.63,block2
C,2888,high_prior,192,43,projective,Emily has been saving for a year,9.12615,hear,hear,emily,0.72,block2
C,3692,high_prior,192,44,projective,Frank has always wanted a pet,9.12615,pretend,pretend,frank,0.06,block2
MC,2900,,192,45,projective,Muffins are sold at the bakery,9.12615,MC,MC,muffins,0,block2
MC,15982,,192,46,projective,Ballet is a type of dance,9.12615,MC,MC,ballet,0.09,block2
C,6076,low_prior,192,47,projective,Josh is a 75-year old man,9.12615,prove,prove,josh,0.32,block2
C,6148,low_prior,192,48,projective,Olivia has two small children,9.12615,say,say,olivia,0.2,block2
C,5352,high_prior,192,49,projective,Julian is Cuban,9.12615,be_right,be_right,julian,0.35,block2
MC,3216,,192,50,projective,Many children like ice cream,9.12615,MC,MC,kids,0.22,block2
C,3820,high_prior,192,51,projective,Grace loves her sister,9.12615,announce,announce,grace,0.67,block2
C,3439,low_prior,192,52,projective,Owen lives in New Orleans,9.12615,discover,discover,owen,0.61,block2
C,2688,high_prior,192,53,projective,Emma is in law school,9.12615,be_annoyed,be_annoyed,emma,0.77,block2
C,5424,low_prior,192,54,projective,Mia is a nun,9.12615,establish,establish,mia,0.37,block2
C,5012,high_prior,192,55,projective,Sophia is a hipster,9.12615,know,know,sophia,0.83,block2
C,4912,low_prior,192,56,projective,Jayden doesn't have a driver's license,9.12615,acknowledge,acknowledge,jayden,0.72,block2
C,5076,high_prior,192,57,projective,Charley lives in Mexico,9.12615,think,think,charley,0.18,block2
C,24903,low_prior,193,5,ai,Danny is a diabetic,10.770383333333333,confirm,confirm,danny,0.97,block1
C,27221,low_prior,193,6,ai,Julian is German,10.770383333333333,pretend,pretend,julian,0.03,block1
C,27015,low_prior,193,7,ai,Emily never has any money,10.770383333333333,see,see,emily,0.06,block1
C,27607,low_prior,193,8,ai,Charley lives in Korea,10.770383333333333,hear,hear,charley,0.28,block1
MC,9473,,193,9,ai,Ballet is a type of dance,10.770383333333333,MC,MC,ballet,0.95,block1
C,14861,high_prior,193,10,ai,Josie loves France,10.770383333333333,be_right,be_right,josie,0.9,block1
C,13909,high_prior,193,11,ai,Josh is a 5-year old boy,10.770383333333333,inform,inform,josh,0.23,block1
C,10850,low_prior,193,12,ai,Owen lives in New Orleans,10.770383333333333,know,know,owen,0.11,block1
C,10106,high_prior,193,13,ai,Mary is taking a prenatal yoga class,10.770383333333333,admit,admit,mary,0.62,block1
C,14754,high_prior,193,14,ai,Tony really likes to party with his friends,10.770383333333333,think,think,tony,0.46,block1
C,12287,high_prior,193,15,ai,Isabella is from Argentina,10.770383333333333,demonstrate,demonstrate,isabella,0.66,block1
C,13367,high_prior,193,16,ai,Mia is a college student,10.770383333333333,say,say,mia,0.7,block1
MC,11640,,193,17,ai,Many children like ice cream,10.770383333333333,MC,MC,kids,0.75,block1
C,6721,low_prior,193,18,ai,Jon lives 10 miles away from work,10.770383333333333,be_annoyed,be_annoyed,jon,0.2,block1
C,7725,low_prior,193,19,ai,Sophia is a high end fashion model,10.770383333333333,prove,prove,sophia,0.7,block1
C,10913,low_prior,193,20,ai,Jackson is obese,10.770383333333333,reveal,reveal,jackson,0.64,block1
C,13053,low_prior,193,21,ai,Grace hates her sister,10.770383333333333,announce,announce,grace,0.71,block1
C,12383,low_prior,193,22,ai,Zoe is 5 years old,10.770383333333333,discover,discover,zoe,0.16,block1
MC,10009,,193,23,ai,Muffins are sold at the bakery,10.770383333333333,MC,MC,muffins,0.71,block1
MC,6401,,193,24,ai,Hats are worn on the head,10.770383333333333,MC,MC,hat,0.71,block1
C,13737,high_prior,193,25,ai,Frank has always wanted a pet,10.770383333333333,establish,establish,frank,0.21,block1
C,6324,high_prior,193,26,ai,Emma is in law school,10.770383333333333,acknowledge,acknowledge,emma,0.64,block1
C,5993,high_prior,193,27,ai,Jayden's car is in the shop,10.770383333333333,confess,confess,jayden,0.18,block1
MC,6351,,193,28,ai,Pizza is sold at the pizzeria,10.770383333333333,MC,MC,pizza,0.89,block1
MC,8680,,193,29,ai,Garages are used to store cars and other things,10.770383333333333,MC,MC,garage,0.91,block1
C,19699,high_prior,193,30,ai,Olivia works the third shift,10.770383333333333,suggest,suggest,olivia,0.48,block1
C,9971,low_prior,193,32,projective,Jackson is obese,10.770383333333333,reveal,reveal,jackson,0.97,block2
C,8327,high_prior,193,33,projective,Josie loves France,10.770383333333333,be_right,be_right,josie,0.03,block2
C,7606,low_prior,193,34,projective,Emily never has any money,10.770383333333333,see,see,emily,0.96,block2
C,8072,high_prior,193,35,projective,Mary is taking a prenatal yoga class,10.770383333333333,admit,admit,mary,0.95,block2
C,7808,low_prior,193,36,projective,Danny is a diabetic,10.770383333333333,confirm,confirm,danny,0.26,block2
C,8917,high_prior,193,37,projective,Isabella is from Argentina,10.770383333333333,demonstrate,demonstrate,isabella,0.25,block2
C,10272,high_prior,193,38,projective,Josh is a 5-year old boy,10.770383333333333,inform,inform,josh,0.94,block2
C,5329,high_prior,193,39,projective,Olivia works the third shift,10.770383333333333,suggest,suggest,olivia,0.31,block2
C,4731,low_prior,193,40,projective,Grace hates her sister,10.770383333333333,announce,announce,grace,0.97,block2
C,6319,high_prior,193,41,projective,Jayden's car is in the shop,10.770383333333333,confess,confess,jayden,0.97,block2
MC,4383,,193,42,projective,Muffins are sold at the bakery,10.770383333333333,MC,MC,muffins,0.04,block2
C,6382,high_prior,193,43,projective,Frank has always wanted a pet,10.770383333333333,establish,establish,frank,0.92,block2
MC,5462,,193,44,projective,Ballet is a type of dance,10.770383333333333,MC,MC,ballet,0.05,block2
MC,4556,,193,45,projective,Garages are used to store cars and other things,10.770383333333333,MC,MC,garage,0.06,block2
C,6589,high_prior,193,46,projective,Tony really likes to party with his friends,10.770383333333333,think,think,tony,0.06,block2
C,5165,low_prior,193,47,projective,Zoe is 5 years old,10.770383333333333,discover,discover,zoe,0.95,block2
MC,4736,,193,48,projective,Hats are worn on the head,10.770383333333333,MC,MC,hat,0.1,block2
C,7546,low_prior,193,49,projective,Jon lives 10 miles away from work,10.770383333333333,be_annoyed,be_annoyed,jon,0.87,block2
C,8164,high_prior,193,50,projective,Emma is in law school,10.770383333333333,acknowledge,acknowledge,emma,0.77,block2
MC,3796,,193,51,projective,Many children like ice cream,10.770383333333333,MC,MC,kids,0,block2
MC,3633,,193,52,projective,Pizza is sold at the pizzeria,10.770383333333333,MC,MC,pizza,0.1,block2
C,4791,low_prior,193,53,projective,Sophia is a high end fashion model,10.770383333333333,prove,prove,sophia,0.11,block2
C,6095,low_prior,193,54,projective,Charley lives in Korea,10.770383333333333,hear,hear,charley,0.5,block2
C,6326,low_prior,193,55,projective,Julian is German,10.770383333333333,pretend,pretend,julian,0.2,block2
C,4225,high_prior,193,56,projective,Mia is a college student,10.770383333333333,say,say,mia,0.18,block2
C,4589,low_prior,193,57,projective,Owen lives in New Orleans,10.770383333333333,know,know,owen,0.97,block2
MC,3470,,194,5,ai,Many children like ice cream,2.436366666666667,MC,MC,kids,1,block1
C,1573,low_prior,194,6,ai,Isabella is a vegetarian,2.436366666666667,hear,hear,isabella,0.3,block1
C,1513,low_prior,194,7,ai,Olivia has two small children,2.436366666666667,think,think,olivia,0.69,block1
MC,1512,,194,8,ai,Hats are worn on the head,2.436366666666667,MC,MC,hat,1,block1
C,1395,high_prior,194,9,ai,Zoe is a math major,2.436366666666667,establish,establish,zoe,0.27,block1
C,1464,high_prior,194,10,ai,Sophia is a hipster,2.436366666666667,announce,announce,sophia,0.67,block1
C,1350,low_prior,194,11,ai,Josh is a 75-year old man,2.436366666666667,suggest,suggest,josh,0.43,block1
C,3347,low_prior,194,12,ai,Jon lives 10 miles away from work,2.436366666666667,demonstrate,demonstrate,jon,0.72,block1
MC,1746,,194,13,ai,Pizza is sold at the pizzeria,2.436366666666667,MC,MC,pizza,1,block1
C,4073,high_prior,194,14,ai,Frank has always wanted a pet,2.436366666666667,discover,discover,frank,0.12,block1
C,3029,high_prior,194,15,ai,Tony really likes to party with his friends,2.436366666666667,prove,prove,tony,0.59,block1
C,1925,high_prior,194,16,ai,Josie loves France,2.436366666666667,say,say,josie,0.29,block1
C,4293,high_prior,194,17,ai,Julian is Cuban,2.436366666666667,know,know,julian,0,block1
C,1912,high_prior,194,18,ai,Jayden's car is in the shop,2.436366666666667,acknowledge,acknowledge,jayden,0.29,block1
MC,2429,,194,19,ai,Garages are used to store cars and other things,2.436366666666667,MC,MC,garage,1,block1
C,1919,high_prior,194,20,ai,Mia is a college student,2.436366666666667,pretend,pretend,mia,0.12,block1
C,1674,low_prior,194,21,ai,Danny is a diabetic,2.436366666666667,be_right,be_right,danny,0.86,block1
MC,1982,,194,22,ai,Muffins are sold at the bakery,2.436366666666667,MC,MC,muffins,1,block1
C,1485,low_prior,194,23,ai,Mary is a middle school student,2.436366666666667,reveal,reveal,mary,0.65,block1
C,1465,high_prior,194,24,ai,Jackson is training for a marathon,2.436366666666667,confirm,confirm,jackson,0.44,block1
C,1741,low_prior,194,25,ai,Owen lives in New Orleans,2.436366666666667,confess,confess,owen,0.63,block1
C,5072,low_prior,194,26,ai,Grace hates her sister,2.436366666666667,be_annoyed,be_annoyed,grace,0,block1
MC,1897,,194,27,ai,Ballet is a type of dance,2.436366666666667,MC,MC,ballet,1,block1
C,2199,low_prior,194,28,ai,Charley lives in Korea,2.436366666666667,inform,inform,charley,0.3,block1
C,1776,high_prior,194,29,ai,Emma is in law school,2.436366666666667,see,see,emma,0.9,block1
C,2548,low_prior,194,30,ai,Emily never has any money,2.436366666666667,admit,admit,emily,0.24,block1
C,3357,low_prior,194,32,projective,Mary is a middle school student,2.436366666666667,reveal,reveal,mary,1,block2
C,3693,high_prior,194,33,projective,Jayden's car is in the shop,2.436366666666667,acknowledge,acknowledge,jayden,0.87,block2
